id,date,time,delivery,address_id
229,2015-01-04,17:37:57,1,38
230,2015-01-04,17:58:38,1,91
231,2015-01-04,18:04:18,1,135
232,2015-01-04,18:21:59,1,46
233,2015-01-04,18:26:51,1,140
234,2015-01-04,18:36:09,1,116
235,2015-01-04,18:51:30,1,98
236,2015-01-04,19:21:04,0,-1
237,2015-01-04,19:27:48,1,93
238,2015-01-04,19:45:15,0,-1
239,2015-01-04,19:57:52,1,71
240,2015-01-04,20:10:24,1,39
241,2015-01-04,20:11:25,1,49
242,2015-01-04,20:15:29,0,-1
243,2015-01-04,20:26:17,1,11
244,2015-01-04,20:26:22,1,61
245,2015-01-04,20:28:41,0,-1
246,2015-01-04,20:30:48,1,70
247,2015-01-04,20:55:29,1,3
248,2015-01-04,20:58:19,0,-1
249,2015-01-04,21:06:16,0,-1
250,2015-01-04,21:07:05,0,-1
251,2015-01-04,21:10:05,1,42
252,2015-01-04,22:13:15,0,-1
253,2015-01-04,22:16:18,0,-1
254,2015-01-04,22:22:13,0,-1
255,2015-01-05,11:23:35,0,-1
256,2015-01-05,11:56:06,0,-1
257,2015-01-05,11:59:04,0,-1
258,2015-01-05,11:59:23,1,135
259,2015-01-05,12:04:25,1,31
260,2015-01-05,12:06:27,1,75
261,2015-01-05,12:38:29,1,49
262,2015-01-05,12:42:01,1,82
263,2015-01-05,12:57:22,1,138
264,2015-01-05,13:03:59,1,49
265,2015-01-05,13:04:42,1,6
266,2015-01-05,13:09:29,1,68
267,2015-01-05,13:37:50,1,87
268,2015-01-05,13:40:46,1,30
269,2015-01-05,13:49:34,1,93
270,2015-01-05,14:09:02,1,48
271,2015-01-05,14:22:19,0,-1
272,2015-01-05,14:24:05,1,115
273,2015-01-05,14:28:00,0,-1
274,2015-01-05,14:36:33,0,-1
275,2015-01-05,14:38:14,1,40
276,2015-01-05,15:18:18,1,97
277,2015-01-05,15:41:50,0,-1
278,2015-01-05,15:49:21,0,-1
279,2015-01-05,16:07:03,0,-1
280,2015-01-05,16:20:23,1,74
281,2015-01-05,16:33:48,0,-1
282,2015-01-05,16:49:38,1,70
283,2015-01-05,16:51:43,1,84
284,2015-01-05,16:58:16,0,-1
285,2015-01-05,16:58:38,1,57
286,2015-01-05,17:01:23,0,-1
287,2015-01-05,17:30:09,0,-1
288,2015-01-05,17:32:44,1,84
289,2015-01-05,17:36:23,1,0
290,2015-01-05,17:41:16,0,-1
291,2015-01-05,17:44:39,1,26
292,2015-01-05,17:48:59,1,60
293,2015-01-05,17:58:38,1,36
294,2015-01-05,18:16:35,1,122
295,2015-01-05,18:20:12,1,85
296,2015-01-05,18:46:54,1,115
297,2015-01-05,19:02:18,1,78
298,2015-01-05,19:10:36,1,94
299,2015-01-05,19:34:31,1,33
300,2015-01-05,19:42:54,1,19
301,2015-01-05,19:45:58,0,-1
302,2015-01-05,19:57:37,1,98
303,2015-01-05,20:02:51,1,18
304,2015-01-05,20:07:58,0,-1
305,2015-01-05,20:35:40,0,-1
306,2015-01-05,20:37:40,1,27
307,2015-01-05,21:45:38,1,59
308,2015-01-05,21:59:46,0,-1
309,2015-01-06,11:39:06,0,-1
310,2015-01-06,11:40:48,1,41
311,2015-01-06,11:57:27,1,2
312,2015-01-06,12:05:21,1,2
313,2015-01-06,12:09:09,1,80
314,2015-01-06,12:11:58,0,-1
315,2015-01-06,12:17:40,0,-1
316,2015-01-06,12:29:34,1,138
317,2015-01-06,12:31:00,1,78
318,2015-01-06,12:45:14,0,-1
319,2015-01-06,12:46:22,1,9
320,2015-01-06,12:46:40,1,44
321,2015-01-06,12:56:21,0,-1
322,2015-01-06,13:02:13,0,-1
323,2015-01-06,13:05:33,1,66
324,2015-01-06,13:06:44,1,127
325,2015-01-06,13:07:32,0,-1
326,2015-01-06,13:10:13,0,-1
327,2015-01-06,13:10:54,1,74
328,2015-01-06,13:16:35,1,74
329,2015-01-06,13:22:44,1,74
330,2015-01-06,13:27:11,1,21
331,2015-01-06,13:43:30,1,44
332,2015-01-06,14:12:01,1,138
333,2015-01-06,14:16:36,1,80
334,2015-01-06,14:24:18,0,-1
335,2015-01-06,14:24:47,1,77
336,2015-01-06,14:51:41,1,79
337,2015-01-06,15:03:12,1,91
338,2015-01-06,15:18:26,1,11
339,2015-01-06,15:25:13,0,-1
340,2015-01-06,15:35:32,1,81
341,2015-01-06,15:35:47,1,43
342,2015-01-06,15:44:12,1,31
343,2015-01-06,15:45:37,1,141
344,2015-01-06,16:01:11,0,-1
345,2015-01-06,16:01:47,1,135
346,2015-01-06,16:30:00,0,-1
347,2015-01-06,16:37:17,0,-1
348,2015-01-06,16:49:12,0,-1
349,2015-01-06,17:25:58,0,-1
350,2015-01-06,17:37:05,0,-1
351,2015-01-06,17:37:29,1,50
352,2015-01-06,17:45:48,1,134
353,2015-01-06,17:59:48,1,20
354,2015-01-06,18:01:44,1,100
355,2015-01-06,18:14:45,1,119
356,2015-01-06,18:16:05,1,59
357,2015-01-06,18:27:58,0,-1
358,2015-01-06,18:30:12,1,59
359,2015-01-06,18:33:08,1,60
360,2015-01-06,18:50:38,1,25
361,2015-01-06,19:12:38,1,66
362,2015-01-06,19:13:36,0,-1
363,2015-01-06,19:20:31,1,74
364,2015-01-06,19:27:24,1,134
365,2015-01-06,19:37:26,1,73
366,2015-01-06,20:04:20,0,-1
367,2015-01-06,20:05:12,1,94
368,2015-01-06,20:28:16,1,72
369,2015-01-06,20:30:06,1,7
370,2015-01-06,21:02:30,1,85
371,2015-01-06,21:15:20,0,-1
372,2015-01-06,22:26:59,1,22
373,2015-01-07,11:45:18,1,130
374,2015-01-07,11:55:59,1,85
375,2015-01-07,11:58:36,1,47
376,2015-01-07,12:01:17,0,-1
377,2015-01-07,12:03:18,1,92
378,2015-01-07,12:19:37,0,-1
379,2015-01-07,12:25:37,1,114
380,2015-01-07,12:32:10,1,125
381,2015-01-07,12:33:06,1,37
382,2015-01-07,12:33:07,0,-1
383,2015-01-07,12:43:59,1,42
384,2015-01-07,12:51:46,0,-1
385,2015-01-07,12:54:19,1,118
386,2015-01-07,12:58:16,0,-1
387,2015-01-07,13:03:14,1,122
388,2015-01-07,13:04:56,1,73
389,2015-01-07,13:10:17,0,-1
390,2015-01-07,13:15:32,1,129
391,2015-01-07,13:25:31,1,118
392,2015-01-07,13:36:47,0,-1
393,2015-01-07,13:48:31,1,80
394,2015-01-07,14:02:18,0,-1
395,2015-01-07,14:11:08,1,116
396,2015-01-07,14:12:21,0,-1
397,2015-01-07,14:31:10,1,95
398,2015-01-07,14:56:26,1,124
399,2015-01-07,15:47:49,1,126
400,2015-01-07,16:03:07,1,45
401,2015-01-07,16:08:35,1,13
402,2015-01-07,16:24:46,1,22
403,2015-01-07,16:26:10,0,-1
404,2015-01-07,16:39:27,0,-1
405,2015-01-07,16:44:16,0,-1
406,2015-01-07,16:50:49,1,28
407,2015-01-07,16:56:42,0,-1
408,2015-01-07,17:09:09,1,122
409,2015-01-07,17:15:04,1,86
410,2015-01-07,17:33:49,0,-1
411,2015-01-07,17:58:09,1,40
412,2015-01-07,18:07:46,1,74
413,2015-01-07,18:11:32,1,30
414,2015-01-07,18:13:22,1,121
415,2015-01-07,18:16:23,1,98
416,2015-01-07,18:17:42,1,136
417,2015-01-07,18:24:40,1,42
418,2015-01-07,18:40:11,1,78
419,2015-01-07,19:02:31,0,-1
420,2015-01-07,19:04:40,1,78
421,2015-01-07,19:21:58,1,19
422,2015-01-07,19:30:25,0,-1
423,2015-01-07,19:45:07,1,18
424,2015-01-07,20:01:28,1,61
425,2015-01-07,20:21:19,0,-1
426,2015-01-07,20:25:45,1,72
427,2015-01-07,21:49:00,0,-1
428,2015-01-07,22:05:00,1,31
429,2015-01-07,22:16:53,1,118
430,2015-01-07,22:46:13,1,95
431,2015-01-08,11:17:13,1,130
432,2015-01-08,11:39:07,1,16
433,2015-01-08,11:49:50,1,59
434,2015-01-08,11:54:14,1,100
435,2015-01-08,12:06:09,1,3
436,2015-01-08,12:07:21,0,-1
437,2015-01-08,12:07:54,0,-1
438,2015-01-08,12:08:38,0,-1
439,2015-01-08,12:13:08,1,40
440,2015-01-08,12:16:34,0,-1
441,2015-01-08,12:16:58,1,49
442,2015-01-08,12:28:49,1,44
443,2015-01-08,12:34:20,0,-1
444,2015-01-08,12:40:05,1,25
445,2015-01-08,12:57:39,1,8
446,2015-01-08,12:58:01,1,1
447,2015-01-08,13:02:00,0,-1
448,2015-01-08,13:03:34,1,11
449,2015-01-08,13:04:15,1,131
450,2015-01-08,13:07:53,0,-1
451,2015-01-08,13:19:06,1,64
452,2015-01-08,13:24:11,1,15
453,2015-01-08,13:27:14,1,126
454,2015-01-08,13:31:40,1,68
455,2015-01-08,13:39:14,1,60
456,2015-01-08,13:47:53,1,15
457,2015-01-08,13:59:04,0,-1
458,2015-01-08,14:00:05,1,140
459,2015-01-08,14:14:02,1,122
460,2015-01-08,14:19:58,1,55
461,2015-01-08,14:21:19,1,89
462,2015-01-08,14:38:41,0,-1
463,2015-01-08,14:40:28,1,15
464,2015-01-08,14:49:01,1,37
465,2015-01-08,14:55:23,0,-1
466,2015-01-08,15:30:10,1,25
467,2015-01-08,15:33:13,1,91
468,2015-01-08,15:36:12,1,21
469,2015-01-08,15:37:18,1,10
470,2015-01-08,15:49:13,0,-1
471,2015-01-08,16:20:26,0,-1
472,2015-01-08,16:29:50,0,-1
473,2015-01-08,16:41:27,1,86
474,2015-01-08,16:47:48,1,98
475,2015-01-08,17:15:17,1,100
476,2015-01-08,17:27:56,1,62
477,2015-01-08,17:30:04,1,126
478,2015-01-08,17:35:56,1,132
479,2015-01-08,17:37:03,1,3
480,2015-01-08,17:41:31,1,7
481,2015-01-08,17:41:37,1,21
482,2015-01-08,17:52:42,1,0
483,2015-01-08,17:54:05,1,104
484,2015-01-08,18:02:54,1,77
485,2015-01-08,18:07:31,1,120
486,2015-01-08,18:15:08,0,-1
487,2015-01-08,18:30:16,1,80
488,2015-01-08,18:46:02,1,70
489,2015-01-08,18:48:43,0,-1
490,2015-01-08,18:49:24,1,111
491,2015-01-08,19:01:12,0,-1
492,2015-01-08,19:06:21,1,16
493,2015-01-08,19:31:47,1,65
494,2015-01-08,19:38:40,1,61
495,2015-01-08,19:42:52,1,9
496,2015-01-08,19:46:18,1,6
497,2015-01-08,19:49:26,1,17
498,2015-01-08,20:02:25,1,64
499,2015-01-08,21:10:46,1,25
500,2015-01-08,21:46:49,1,10
501,2015-01-08,21:51:31,0,-1
502,2015-01-08,22:26:08,1,39
503,2015-01-09,11:16:21,0,-1
504,2015-01-09,11:48:18,1,44
505,2015-01-09,11:55:10,1,120
506,2015-01-09,12:02:09,1,24
507,2015-01-09,12:06:03,1,134
508,2015-01-09,12:13:32,0,-1
509,2015-01-09,12:13:58,0,-1
510,2015-01-09,12:15:03,0,-1
511,2015-01-09,12:18:21,1,6
512,2015-01-09,12:19:24,0,-1
513,2015-01-09,12:22:48,0,-1
514,2015-01-09,12:26:47,0,-1
515,2015-01-09,13:07:37,1,71
516,2015-01-09,13:09:09,1,115
517,2015-01-09,13:09:11,1,106
518,2015-01-09,13:11:25,1,68
519,2015-01-09,13:15:20,1,99
520,2015-01-09,13:22:33,0,-1
521,2015-01-09,13:43:07,1,141
522,2015-01-09,14:09:33,1,96
523,2015-01-09,14:42:14,0,-1
524,2015-01-09,14:51:35,0,-1
525,2015-01-09,15:08:46,1,33
526,2015-01-09,15:10:13,1,142
527,2015-01-09,15:23:37,1,30
528,2015-01-09,15:27:21,1,34
529,2015-01-09,15:31:01,1,25
530,2015-01-09,15:43:01,0,-1
531,2015-01-09,15:58:10,1,138
532,2015-01-09,16:14:28,1,128
533,2015-01-09,16:28:43,0,-1
534,2015-01-09,16:43:32,1,16
535,2015-01-09,17:08:47,0,-1
536,2015-01-09,17:18:50,1,111
537,2015-01-09,17:23:52,0,-1
538,2015-01-09,17:44:04,1,34
539,2015-01-09,17:51:34,1,12
540,2015-01-09,17:52:41,1,72
541,2015-01-09,18:07:47,1,24
542,2015-01-09,18:08:06,1,50
543,2015-01-09,18:23:59,1,20
544,2015-01-09,18:31:04,1,1
545,2015-01-09,18:46:28,0,-1
546,2015-01-09,18:47:27,1,72
547,2015-01-09,18:49:23,1,59
548,2015-01-09,19:06:09,1,126
549,2015-01-09,19:06:34,0,-1
550,2015-01-09,19:12:59,1,113
551,2015-01-09,19:26:24,1,58
552,2015-01-09,19:31:25,0,-1
553,2015-01-09,20:14:47,1,133
554,2015-01-09,20:15:51,1,122
555,2015-01-09,20:18:25,1,100
556,2015-01-09,20:23:12,1,63
557,2015-01-09,20:30:06,1,101
558,2015-01-09,20:51:10,1,26
559,2015-01-09,21:10:16,1,123
560,2015-01-09,21:13:48,1,86
561,2015-01-09,21:47:56,1,115
562,2015-01-09,22:04:05,0,-1
563,2015-01-09,22:19:03,0,-1
564,2015-01-09,22:32:32,1,98
565,2015-01-10,12:11:19,1,86
566,2015-01-10,12:21:19,1,87
567,2015-01-10,12:27:47,1,57
568,2015-01-10,12:28:53,1,140
569,2015-01-10,12:37:10,0,-1
570,2015-01-10,13:13:59,1,112
571,2015-01-10,13:14:47,1,118
572,2015-01-10,13:15:32,1,93
573,2015-01-10,13:39:33,1,62
574,2015-01-10,13:40:54,0,-1
575,2015-01-10,13:41:04,1,33
576,2015-01-10,13:44:22,0,-1
577,2015-01-10,13:45:00,1,138
578,2015-01-10,13:48:49,1,118
579,2015-01-10,13:51:19,1,86
580,2015-01-10,13:56:01,0,-1
581,2015-01-10,14:13:01,0,-1
582,2015-01-10,14:24:14,1,141
583,2015-01-10,14:33:19,1,120
584,2015-01-10,15:05:29,0,-1
585,2015-01-10,15:58:42,0,-1
586,2015-01-10,16:09:57,1,134
587,2015-01-10,16:32:36,1,7
588,2015-01-10,16:33:36,1,134
589,2015-01-10,17:12:39,1,79
590,2015-01-10,17:23:39,1,8
591,2015-01-10,17:32:54,1,111
592,2015-01-10,17:41:55,1,17
593,2015-01-10,17:48:57,1,36
594,2015-01-10,17:50:19,1,42
595,2015-01-10,18:12:28,1,10
596,2015-01-10,18:24:07,1,4
597,2015-01-10,18:32:36,1,117
598,2015-01-10,18:34:14,1,61
599,2015-01-10,18:34:27,1,39
600,2015-01-10,18:53:52,1,132
601,2015-01-10,18:58:19,1,115
602,2015-01-10,19:02:27,1,22
603,2015-01-10,19:03:11,0,-1
604,2015-01-10,19:13:29,1,64
605,2015-01-10,19:23:51,0,-1
606,2015-01-10,19:27:18,0,-1
607,2015-01-10,19:36:16,1,0
608,2015-01-10,19:36:33,1,15
609,2015-01-10,19:39:32,1,20
610,2015-01-10,19:51:02,1,68
611,2015-01-10,19:58:10,0,-1
612,2015-01-10,19:58:15,1,96
613,2015-01-10,20:10:44,1,142
614,2015-01-10,20:12:33,1,37
615,2015-01-10,20:14:03,0,-1
616,2015-01-10,20:20:10,0,-1
617,2015-01-10,20:27:26,1,92
618,2015-01-10,20:31:14,0,-1
619,2015-01-10,20:41:58,0,-1
620,2015-01-10,20:45:45,1,114
621,2015-01-10,20:49:29,1,9
622,2015-01-10,20:57:41,0,-1
623,2015-01-10,21:21:21,1,56
624,2015-01-10,21:22:44,0,-1
625,2015-01-10,21:50:23,0,-1
626,2015-01-10,21:55:12,1,90
627,2015-01-10,22:18:35,1,44
628,2015-01-10,22:47:17,1,80
629,2015-01-10,22:48:39,0,-1
630,2015-01-11,11:42:08,0,-1
631,2015-01-11,11:44:36,1,17
632,2015-01-11,11:44:52,1,83
633,2015-01-11,11:51:45,1,71
634,2015-01-11,12:14:15,0,-1
635,2015-01-11,12:18:31,0,-1
636,2015-01-11,12:34:44,1,132
637,2015-01-11,12:44:10,1,47
638,2015-01-11,12:49:26,1,20
639,2015-01-11,13:23:21,1,15
640,2015-01-11,13:28:08,0,-1
641,2015-01-11,13:37:46,0,-1
642,2015-01-11,13:40:00,0,-1
643,2015-01-11,13:43:19,0,-1
644,2015-01-11,13:52:52,1,6
645,2015-01-11,14:03:45,1,70
646,2015-01-11,14:07:26,0,-1
647,2015-01-11,14:07:35,1,37
648,2015-01-11,14:17:17,1,140
649,2015-01-11,14:29:23,1,12
650,2015-01-11,14:34:05,1,87
651,2015-01-11,14:49:35,0,-1
652,2015-01-11,16:03:38,1,89
653,2015-01-11,16:18:23,1,76
654,2015-01-11,16:34:07,0,-1
655,2015-01-11,16:43:33,1,49
656,2015-01-11,16:44:49,1,138
657,2015-01-11,16:45:47,1,131
658,2015-01-11,16:55:24,0,-1
659,2015-01-11,16:56:39,1,21
660,2015-01-11,17:09:36,1,53
661,2015-01-11,17:18:14,1,25
662,2015-01-11,17:21:49,1,114
663,2015-01-11,17:29:14,1,75
664,2015-01-11,17:35:14,1,103
665,2015-01-11,17:42:23,0,-1
666,2015-01-11,17:42:25,1,52
667,2015-01-11,18:13:08,1,56
668,2015-01-11,18:13:12,0,-1
669,2015-01-11,18:40:44,0,-1
670,2015-01-11,18:46:25,1,79
671,2015-01-11,19:18:42,1,102
672,2015-01-11,19:18:46,1,95
673,2015-01-11,19:28:13,0,-1
674,2015-01-11,19:33:05,1,127
675,2015-01-11,19:33:19,0,-1
676,2015-01-11,19:44:57,1,79
677,2015-01-11,19:51:09,1,83
678,2015-01-11,19:52:49,1,115
679,2015-01-11,20:31:02,0,-1
680,2015-01-11,21:07:30,1,129
681,2015-01-11,21:29:50,1,54
682,2015-01-12,11:38:15,0,-1
683,2015-01-12,11:39:08,1,70
684,2015-01-12,12:01:23,0,-1
685,2015-01-12,12:11:46,0,-1
686,2015-01-12,12:13:07,0,-1
687,2015-01-12,12:21:09,1,141
688,2015-01-12,12:26:41,1,93
689,2015-01-12,12:33:22,0,-1
690,2015-01-12,12:42:10,1,45
691,2015-01-12,12:45:53,0,-1
692,2015-01-12,12:53:37,1,115
693,2015-01-12,13:04:24,0,-1
694,2015-01-12,13:30:47,1,64
695,2015-01-12,13:33:06,0,-1
696,2015-01-12,13:49:40,1,69
697,2015-01-12,13:58:56,1,84
698,2015-01-12,14:08:16,0,-1
699,2015-01-12,14:27:03,0,-1
700,2015-01-12,14:31:13,1,83
701,2015-01-12,14:33:39,1,73
702,2015-01-12,14:38:35,1,2
703,2015-01-12,15:08:01,1,92
704,2015-01-12,15:28:25,1,99
705,2015-01-12,15:31:00,1,98
706,2015-01-12,15:39:04,1,74
707,2015-01-12,15:41:32,0,-1
708,2015-01-12,15:52:44,1,42
709,2015-01-12,15:53:56,1,78
710,2015-01-12,15:59:52,1,44
711,2015-01-12,16:21:10,1,87
712,2015-01-12,16:22:18,1,108
713,2015-01-12,16:31:56,1,131
714,2015-01-12,16:55:08,1,23
715,2015-01-12,17:05:33,1,81
716,2015-01-12,17:06:05,1,8
717,2015-01-12,17:24:44,0,-1
718,2015-01-12,17:46:30,1,85
719,2015-01-12,17:52:27,0,-1
720,2015-01-12,17:53:59,0,-1
721,2015-01-12,18:17:15,1,54
722,2015-01-12,18:20:58,1,24
723,2015-01-12,18:21:04,1,109
724,2015-01-12,18:24:47,1,6
